graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic1,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph25,225,4998,29,59,66,48,15,337,0.288954,0.852634,1,1
random_graph25,225,4998,29,59,73,51,15,337,0.279118,0.168419,1,1
random_graph25,225,4998,29,59,63,52,15,337,0.354244,0.177212,1,1
random_graph25,225,4998,29,59,67,52,15,337,0.38101,0.206871,1,1
random_graph25,225,4998,29,59,71,52,15,337,0.437336,0.174775,1,1
random_graph25,225,4998,29,59,65,52,15,337,0.2687,0.173936,1,1
random_graph25,225,4998,29,59,66,51,15,337,0.420568,0.164625,1,1
random_graph25,225,4998,29,59,64,52,15,337,0.327534,0.163966,1,1
random_graph25,225,4998,29,59,64,52,15,337,0.239851,0.15419,1,1
random_graph25,225,4998,29,59,69,52,15,337,0.292278,0.161796,1,1
