graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic2,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph14,125,3896,53,76,22,16,6,187,0.166164,0.581125,1,1
random_graph14,125,3896,53,76,25,22,6,187,0.268971,0.132413,1,1
random_graph14,125,3896,53,76,22,22,6,187,0.153956,0.13449,1,1
random_graph14,125,3896,53,76,23,24,6,187,0.141745,0.143578,1,1
random_graph14,125,3896,53,76,22,21,6,187,0.108393,0.139092,1,1
random_graph14,125,3896,53,76,24,17,6,187,0.157357,0.148876,1,1
random_graph14,125,3896,53,76,22,22,6,187,0.111915,0.154469,1,1
random_graph14,125,3896,53,76,25,19,6,187,0.116665,0.139447,1,1
random_graph14,125,3896,53,76,25,21,6,187,0.152327,0.153776,1,1
random_graph14,125,3896,53,76,27,23,6,187,0.18554,0.148976,1,1
