graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic2,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph23,200,9954,82,117,28,20,6,300,0.776937,1.60622,1,1
random_graph23,200,9954,82,117,26,25,6,300,0.453304,0.36082,1,1
random_graph23,200,9954,82,117,24,24,6,300,0.565649,0.384355,1,1
random_graph23,200,9954,82,117,27,23,6,300,0.409317,0.380157,1,1
random_graph23,200,9954,82,117,24,26,6,300,0.954483,0.400922,1,1
random_graph23,200,9954,82,117,26,25,6,300,0.743803,0.369669,1,1
random_graph23,200,9954,82,117,28,24,6,300,0.595499,0.370603,1,1
random_graph23,200,9954,82,117,28,25,6,300,0.614289,0.38083,1,1
random_graph23,200,9954,82,117,26,28,6,300,0.576755,0.411825,1,1
random_graph23,200,9954,82,117,27,25,6,300,0.950126,0.390238,1,1
