graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic2,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph4,50,248,4,15,45,27,12,75,0.00565445,0.0292869,1,1
random_graph4,50,248,4,15,37,36,12,75,0.00500745,0.00744012,1,1
random_graph4,50,248,4,15,36,34,12,75,0.00478735,0.00660691,1,1
random_graph4,50,248,4,15,38,32,12,75,0.00604664,0.00643653,1,1
random_graph4,50,248,4,15,42,34,12,75,0.00545149,0.00740934,1,1
random_graph4,50,248,4,15,34,34,12,75,0.0049745,0.00683994,1,1
random_graph4,50,248,4,15,38,37,12,75,0.0061884,0.00714997,1,1
random_graph4,50,248,4,15,39,34,12,75,0.00565763,0.00737256,1,1
random_graph4,50,248,4,15,38,32,12,75,0.00515059,0.00685602,1,1
random_graph4,50,248,4,15,39,34,12,75,0.00718891,0.00686371,1,1
