graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic2,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph2,25,142,6,15,16,12,6,37,0.00262964,0.0133779,1,1
random_graph2,25,142,6,15,15,14,6,37,0.00150749,0.00265612,1,1
random_graph2,25,142,6,15,15,15,6,37,0.00161046,0.00267479,1,1
random_graph2,25,142,6,15,16,13,6,37,0.00176606,0.00268672,1,1
random_graph2,25,142,6,15,13,15,6,37,0.00246106,0.00287277,1,1
random_graph2,25,142,6,15,15,15,6,37,0.00155559,0.00265908,1,1
random_graph2,25,142,6,15,16,12,6,37,0.00195366,0.0026554,1,1
random_graph2,25,142,6,15,16,13,6,37,0.00219623,0.00265995,1,1
random_graph2,25,142,6,15,15,15,6,37,0.0016866,0.00263834,1,1
random_graph2,25,142,6,15,17,14,6,37,0.00191317,0.00264475,1,1
