graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic1,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
can445,445,1682,3,12,404,272,136,667,4.65004,32.5665,1,1
can445,445,1682,3,12,409,283,136,667,4.63866,3.22082,1,1
can445,445,1682,3,12,423,286,136,667,4.56102,3.43775,1,1
can445,445,1682,3,12,406,283,136,667,4.62975,3.04951,1,1
can445,445,1682,3,12,403,283,136,667,4.65788,3.4041,1,1
can445,445,1682,3,12,418,283,136,667,4.61027,3.34771,1,1
can445,445,1682,3,12,410,287,136,667,4.58665,3.69417,1,1
can445,445,1682,3,12,421,284,136,667,4.5699,3.23761,1,1
can445,445,1682,3,12,406,285,136,667,4.74283,3.16014,1,1
can445,445,1682,3,12,393,286,136,667,4.63295,3.57842,1,1
