graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic1,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
can144,144,576,5,14,161,74,38,216,1.26836,3.51152,1,1
can144,144,576,5,14,154,82,38,216,1.2466,0.192762,1,1
can144,144,576,5,14,159,92,38,216,1.30093,0.214696,1,1
can144,144,576,5,14,165,88,38,216,1.24908,0.187612,1,1
can144,144,576,5,14,165,94,38,216,1.2391,0.188992,1,1
can144,144,576,5,14,155,72,38,216,1.24413,0.197852,1,1
can144,144,576,5,14,164,84,38,216,1.25291,0.197166,1,1
can144,144,576,5,14,152,87,38,216,1.24255,0.204427,1,1
can144,144,576,5,14,164,73,38,216,1.21352,0.183117,1,1
can144,144,576,5,14,151,96,38,216,1.25272,0.195191,1,1
