graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic1,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
can62,62,78,1,6,111,76,35,108,0.48532,0.570315,1,1
can62,62,78,1,6,108,86,35,108,0.472052,0.0815619,1,1
can62,62,78,1,6,104,88,35,108,0.476381,0.0785811,1,1
can62,62,78,1,6,108,88,35,108,0.467409,0.0813963,1,1
can62,62,78,1,6,102,88,35,108,0.464077,0.0832279,1,1
can62,62,78,1,6,106,84,35,108,0.467185,0.0751507,1,1
can62,62,78,1,6,105,84,35,108,0.464295,0.0807271,1,1
can62,62,78,1,6,108,88,35,108,0.466841,0.082951,1,1
can62,62,78,1,6,111,81,35,108,0.471321,0.0852669,1,1
can62,62,78,1,6,104,87,35,108,0.466856,0.0818183,1,1
