graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic1,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
can229,229,774,2,12,247,161,70,343,2.0625,8.56073,1,1
can229,229,774,2,12,249,163,70,343,2.00236,0.880226,1,1
can229,229,774,2,12,251,163,70,343,1.98427,0.909767,1,1
can229,229,774,2,12,247,163,70,343,2.05534,0.92911,1,1
can229,229,774,2,12,245,163,70,343,2.03694,0.747649,1,1
can229,229,774,2,12,251,163,70,343,2.05982,0.759952,1,1
can229,229,774,2,12,257,163,70,343,2.01155,0.942759,1,1
can229,229,774,2,12,246,170,70,343,2.03268,0.807402,1,1
can229,229,774,2,12,236,168,70,343,2.05098,0.872825,1,1
can229,229,774,2,12,255,165,70,343,2.00021,0.89924,1,1
