graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic1,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
can292,292,1124,3,34,377,150,33,438,2.62811,11.3559,1,1
can292,292,1124,3,34,368,152,33,438,2.69453,1.03644,1,1
can292,292,1124,3,34,374,154,33,438,2.71601,1.10713,1,1
can292,292,1124,3,34,358,153,33,438,2.71785,1.25553,1,1
can292,292,1124,3,34,354,152,33,438,2.67984,1.21244,1,1
can292,292,1124,3,34,363,152,33,438,2.69779,1.26232,1,1
can292,292,1124,3,34,362,153,33,438,2.7533,1.12613,1,1
can292,292,1124,3,34,360,153,33,438,2.72228,1.03927,1,1
can292,292,1124,3,34,350,152,33,438,2.63056,1.037,1,1
can292,292,1124,3,34,337,152,33,438,2.75875,1.0412,1,1
