graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic1,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
can256,256,1330,3,82,245,84,12,384,2.44904,10.1546,1,1
can256,256,1330,3,82,251,122,12,384,2.47679,0.886995,1,1
can256,256,1330,3,82,247,107,12,384,2.45967,0.871318,1,1
can256,256,1330,3,82,259,94,12,384,2.51391,0.807484,1,1
can256,256,1330,3,82,240,116,12,384,2.46403,0.797898,1,1
can256,256,1330,3,82,255,127,12,384,2.49862,0.968638,1,1
can256,256,1330,3,82,249,123,12,384,2.49384,0.821956,1,1
can256,256,1330,3,82,246,125,12,384,2.51068,0.935142,1,1
can256,256,1330,3,82,239,133,12,384,2.46412,0.865115,1,1
can256,256,1330,3,82,243,105,12,384,2.50395,0.976229,1,1
