graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic1,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
can61,61,248,4,24,63,29,9,91,0.504085,0.636175,1,1
can61,61,248,4,24,65,32,9,91,0.477932,0.036973,1,1
can61,61,248,4,24,63,29,9,91,0.496476,0.037202,1,1
can61,61,248,4,24,64,43,9,91,0.486171,0.0501535,1,1
can61,61,248,4,24,64,39,9,91,0.482554,0.0383889,1,1
can61,61,248,4,24,68,31,9,91,0.484913,0.0396787,1,1
can61,61,248,4,24,68,35,9,91,0.487089,0.0371364,1,1
can61,61,248,4,24,64,38,9,91,0.488515,0.0503267,1,1
can61,61,248,4,24,67,38,9,91,0.489886,0.0486027,1,1
can61,61,248,4,24,65,31,9,91,0.474741,0.037038,1,1
