graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./input_files/dwt___87.txt,87,227,12,98,105,27,130,12.4515,1.23936
./input_files/dwt___87.txt,87,227,12,103,98,27,130,19.4568,0.309086
./input_files/dwt___87.txt,87,227,12,115,96,27,130,13.7131,0.307649
./input_files/dwt___87.txt,87,227,12,119,81,27,130,19.4452,0.29552
./input_files/dwt___87.txt,87,227,12,127,95,27,130,19.3441,0.288789
./input_files/dwt___87.txt,87,227,12,111,84,27,130,19.4823,0.293227
./input_files/dwt___87.txt,87,227,12,111,84,27,130,19.3921,0.296472
./input_files/dwt___87.txt,87,227,12,107,84,27,130,19.5103,0.304409
./input_files/dwt___87.txt,87,227,12,95,84,27,130,19.5993,0.295058
./input_files/dwt___87.txt,87,227,12,116,86,27,130,19.4951,0.298218
