graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./rerun/bp__1400.txt,822,4760,310,857,835,11,1233,96.0684,58.532
./rerun/bp__1400.txt,822,4760,310,963,807,11,1233,82.8514,12.6332
./rerun/bp__1400.txt,822,4760,310,975,748,11,1233,82.6617,11.8213
./rerun/bp__1400.txt,822,4760,310,955,736,11,1233,82.2317,11.4402
./rerun/bp__1400.txt,822,4760,310,935,741,11,1233,82.0337,11.1417
./rerun/bp__1400.txt,822,4760,310,1003,708,11,1233,80.3537,11.2027
./rerun/bp__1400.txt,822,4760,310,955,748,11,1233,81.4606,11.1142
./rerun/bp__1400.txt,822,4760,310,975,715,11,1233,81.5137,11.202
./rerun/bp__1400.txt,822,4760,310,1011,740,11,1233,79.7405,11.0712
./rerun/bp__1400.txt,822,4760,310,959,701,11,1233,81.5639,10.9952
