graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./input_files/bcspwr09.txt,1723,2394,14,2814,2707,460,2584,190.137,220.893
./input_files/bcspwr09.txt,1723,2394,14,3315,2520,460,2584,139.606,65.701
./input_files/bcspwr09.txt,1723,2394,14,3243,2504,460,2584,140.305,66.9783
./input_files/bcspwr09.txt,1723,2394,14,3371,2513,460,2584,140.266,68.0737
./input_files/bcspwr09.txt,1723,2394,14,3235,2443,460,2584,139.703,66.0039
./input_files/bcspwr09.txt,1723,2394,14,3335,2415,460,2584,138.634,65.6817
./input_files/bcspwr09.txt,1723,2394,14,3263,2402,460,2584,139.036,67.2812
./input_files/bcspwr09.txt,1723,2394,14,3315,2386,460,2584,138.516,65.3374
./input_files/bcspwr09.txt,1723,2394,14,3187,2391,460,2584,139.639,65.3019
./input_files/bcspwr09.txt,1723,2394,14,3271,2361,460,2584,140.832,66.879
