graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./input_files/lund_a.txt,147,1151,20,86,98,28,220,25.5512,2.7598
./input_files/lund_a.txt,147,1151,20,64,88,28,220,26.514,0.711887
./input_files/lund_a.txt,147,1151,20,71,92,28,220,26.1606,0.725934
./input_files/lund_a.txt,147,1151,20,67,88,28,220,26.5696,0.729024
./input_files/lund_a.txt,147,1151,20,67,84,28,220,26.6578,0.738312
./input_files/lund_a.txt,147,1151,20,68,90,28,220,26.4221,0.739332
./input_files/lund_a.txt,147,1151,20,75,82,28,220,25.9092,0.743918
./input_files/lund_a.txt,147,1151,20,75,86,28,220,26.1421,0.74652
./input_files/lund_a.txt,147,1151,20,67,84,28,220,26.4231,0.761282
./input_files/lund_a.txt,147,1151,20,63,84,28,220,26.6402,0.760145
