graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./input_files/ash85.txt,85,219,9,90,94,34,127,19.7458,1.2093
./input_files/ash85.txt,85,219,9,99,85,34,127,19.4235,0.306202
./input_files/ash85.txt,85,219,9,99,90,34,127,19.3156,0.299323
./input_files/ash85.txt,85,219,9,87,94,34,127,19.4339,0.309125
./input_files/ash85.txt,85,219,9,91,89,34,127,19.4374,0.307824
./input_files/ash85.txt,85,219,9,87,88,34,127,19.3824,0.319461
./input_files/ash85.txt,85,219,9,88,92,34,127,19.5113,0.329786
./input_files/ash85.txt,85,219,9,87,92,34,127,19.4842,0.309082
./input_files/ash85.txt,85,219,9,87,84,34,127,19.4754,0.304702
./input_files/ash85.txt,85,219,9,87,89,34,127,19.4742,0.310597
