graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./rerun/lns__131.txt,123,275,12,167,189,38,184,23.8164,2.32512
./rerun/lns__131.txt,123,275,12,219,175,38,184,30.966,0.831463
./rerun/lns__131.txt,123,275,12,243,177,38,184,36.1844,1.27908
./rerun/lns__131.txt,123,275,12,203,173,38,184,39.231,1.32243
./rerun/lns__131.txt,123,275,12,203,164,38,184,27.4784,1.2571
./rerun/lns__131.txt,123,275,12,231,166,38,184,33.2749,1.42114
./rerun/lns__131.txt,123,275,12,215,158,38,184,40.3672,1.32209
./rerun/lns__131.txt,123,275,12,211,158,38,184,37.1173,1.37969
./rerun/lns__131.txt,123,275,12,211,170,38,184,37.5501,1.24938
./rerun/lns__131.txt,123,275,12,207,166,38,184,31.1672,1.11195
