graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic3,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph3,25,245,14,23,7,8,4,37,0.00335629,0.0187376,1,1
random_graph3,25,245,14,23,7,8,4,37,0.00328472,0.00351138,1,1
random_graph3,25,245,14,23,7,8,4,37,0.00329358,0.00345312,1,1
random_graph3,25,245,14,23,7,8,4,37,0.00330097,0.00395205,1,1
random_graph3,25,245,14,23,7,8,4,37,0.00325962,0.00379405,1,1
random_graph3,25,245,14,23,7,8,4,37,0.00328288,0.00360665,1,1
random_graph3,25,245,14,23,7,8,4,37,0.0032484,0.00361669,1,1
random_graph3,25,245,14,23,7,8,4,37,0.0032611,0.00335679,1,1
random_graph3,25,245,14,23,7,8,4,37,0.00329565,0.00345035,1,1
random_graph3,25,245,14,23,7,8,4,37,0.00327204,0.00348797,1,1
