graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic3,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph5,50,595,16,32,15,12,6,75,0.0143367,0.0546632,1,1
random_graph5,50,595,16,32,15,17,6,75,0.0137758,0.0110414,1,1
random_graph5,50,595,16,32,15,16,6,75,0.0137593,0.0108303,1,1
random_graph5,50,595,16,32,15,16,6,75,0.0145322,0.0108688,1,1
random_graph5,50,595,16,32,15,18,6,75,0.0141073,0.0109755,1,1
random_graph5,50,595,16,32,15,16,6,75,0.0141151,0.0112229,1,1
random_graph5,50,595,16,32,15,15,6,75,0.014055,0.0114687,1,1
random_graph5,50,595,16,32,15,16,6,75,0.0141342,0.0113707,1,1
random_graph5,50,595,16,32,15,17,6,75,0.0142732,0.0111518,1,1
random_graph5,50,595,16,32,15,17,6,75,0.0147837,0.011036,1,1
