graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic3,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph18,150,9049,110,134,11,8,4,225,0.304299,1.38568,1,1
random_graph18,150,9049,110,134,11,12,4,225,0.270375,0.299305,1,1
random_graph18,150,9049,110,134,11,12,4,225,0.294645,0.328369,1,1
random_graph18,150,9049,110,134,11,12,4,225,0.30877,0.336634,1,1
random_graph18,150,9049,110,134,11,12,4,225,0.31349,0.347483,1,1
random_graph18,150,9049,110,134,11,12,4,225,0.307852,0.345874,1,1
random_graph18,150,9049,110,134,11,12,4,225,0.31479,0.334526,1,1
random_graph18,150,9049,110,134,11,12,4,225,0.331006,0.340796,1,1
random_graph18,150,9049,110,134,11,12,4,225,0.307515,0.337302,1,1
random_graph18,150,9049,110,134,11,12,4,225,0.302545,0.348981,1,1
