graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic3,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph8,75,1334,27,45,20,16,6,112,0.0552429,0.148861,1,1
random_graph8,75,1334,27,45,20,16,6,112,0.0520245,0.0310058,1,1
random_graph8,75,1334,27,45,20,20,6,112,0.0562134,0.0298657,1,1
random_graph8,75,1334,27,45,20,20,6,112,0.0530303,0.0289762,1,1
random_graph8,75,1334,27,45,20,19,6,112,0.051923,0.0300253,1,1
random_graph8,75,1334,27,45,20,20,6,112,0.0523392,0.0313279,1,1
random_graph8,75,1334,27,45,20,20,6,112,0.0529314,0.0325623,1,1
random_graph8,75,1334,27,45,20,18,6,112,0.0560983,0.0288117,1,1
random_graph8,75,1334,27,45,20,12,6,112,0.0562153,0.0297173,1,1
random_graph8,75,1334,27,45,20,20,6,112,0.0535406,0.0320243,1,1
