graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic3,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph12,100,3945,65,89,12,12,4,150,0.110701,0.630418,1,1
random_graph12,100,3945,65,89,12,13,4,150,0.107848,0.148175,1,1
random_graph12,100,3945,65,89,12,13,4,150,0.104148,0.147833,1,1
random_graph12,100,3945,65,89,12,12,4,150,0.107288,0.156729,1,1
random_graph12,100,3945,65,89,12,11,4,150,0.109285,0.147872,1,1
random_graph12,100,3945,65,89,12,12,4,150,0.113475,0.159795,1,1
random_graph12,100,3945,65,89,12,11,4,150,0.11197,0.152267,1,1
random_graph12,100,3945,65,89,12,13,4,150,0.133686,0.155556,1,1
random_graph12,100,3945,65,89,12,12,4,150,0.135872,0.152073,1,1
random_graph12,100,3945,65,89,12,12,4,150,0.118758,0.163491,1,1
