graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic3,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph30,250,25009,177,218,16,12,4,375,1.49503,5.28343,1,1
random_graph30,250,25009,177,218,16,12,4,375,1.46402,1.27395,1,1
random_graph30,250,25009,177,218,16,12,4,375,1.57827,1.41526,1,1
random_graph30,250,25009,177,218,16,12,4,375,1.53954,1.35205,1,1
random_graph30,250,25009,177,218,16,12,4,375,1.5083,1.38067,1,1
random_graph30,250,25009,177,218,16,12,4,375,1.52833,1.37432,1,1
random_graph30,250,25009,177,218,16,12,4,375,1.44386,1.26416,1,1
random_graph30,250,25009,177,218,16,12,4,375,1.44162,1.26741,1,1
random_graph30,250,25009,177,218,16,12,4,375,1.55278,1.36073,1,1
random_graph30,250,25009,177,218,16,12,4,375,1.49777,1.31318,1,1
