graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic3,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph26,225,12599,92,127,28,20,7,337,0.815418,2.17851,1,1
random_graph26,225,12599,92,127,28,24,7,337,0.796264,0.48899,1,1
random_graph26,225,12599,92,127,28,24,7,337,0.787934,0.516527,1,1
random_graph26,225,12599,92,127,28,20,7,337,0.792219,0.509163,1,1
random_graph26,225,12599,92,127,28,24,7,337,0.779442,0.518291,1,1
random_graph26,225,12599,92,127,28,21,7,337,0.826539,0.521697,1,1
random_graph26,225,12599,92,127,28,23,7,337,0.781137,0.501026,1,1
random_graph26,225,12599,92,127,28,24,7,337,0.79277,0.513065,1,1
random_graph26,225,12599,92,127,28,24,7,337,0.805406,0.532718,1,1
random_graph26,225,12599,92,127,28,24,7,337,0.784206,0.567746,1,1
