graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic4,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph3,25,245,14,23,7,8,4,37,0.00376473,0.01755,1,1
random_graph3,25,245,14,23,7,8,4,37,0.00388853,0.00337814,1,1
random_graph3,25,245,14,23,7,8,4,37,0.00440521,0.00358618,1,1
random_graph3,25,245,14,23,7,8,4,37,0.00432072,0.00340916,1,1
random_graph3,25,245,14,23,7,8,4,37,0.00397509,0.00338363,1,1
random_graph3,25,245,14,23,7,8,4,37,0.00383745,0.0034183,1,1
random_graph3,25,245,14,23,7,8,4,37,0.00422262,0.0033994,1,1
random_graph3,25,245,14,23,7,8,4,37,0.00355934,0.00344498,1,1
random_graph3,25,245,14,23,7,8,4,37,0.00407301,0.00328791,1,1
random_graph3,25,245,14,23,7,8,4,37,0.00426002,0.00324753,1,1
