graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic4,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph20,175,7531,68,104,22,20,6,262,1.05287,1.25543,1,1
random_graph20,175,7531,68,104,22,25,6,262,0.832473,0.271827,1,1
random_graph20,175,7531,68,104,20,24,6,262,0.851587,0.24986,1,1
random_graph20,175,7531,68,104,20,24,6,262,0.985467,0.259211,1,1
random_graph20,175,7531,68,104,23,23,6,262,0.709285,0.25429,1,1
random_graph20,175,7531,68,104,20,24,6,262,0.699899,0.244291,1,1
random_graph20,175,7531,68,104,22,23,6,262,0.764156,0.250766,1,1
random_graph20,175,7531,68,104,20,24,6,262,1.00803,0.249985,1,1
random_graph20,175,7531,68,104,23,24,6,262,0.769191,0.273962,1,1
random_graph20,175,7531,68,104,22,22,6,262,0.809765,0.271818,1,1
