graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic4,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph30,250,25009,177,218,8,12,4,375,3.75154,5.34402,1,1
random_graph30,250,25009,177,218,12,12,4,375,3.3696,1.19105,1,1
random_graph30,250,25009,177,218,12,12,4,375,3.23582,1.19313,1,1
random_graph30,250,25009,177,218,12,12,4,375,3.67577,1.19063,1,1
random_graph30,250,25009,177,218,12,12,4,375,3.34738,1.22167,1,1
random_graph30,250,25009,177,218,12,12,4,375,3.36187,1.19709,1,1
random_graph30,250,25009,177,218,12,12,4,375,3.67678,1.18897,1,1
random_graph30,250,25009,177,218,12,12,4,375,3.49708,1.20214,1,1
random_graph30,250,25009,177,218,12,12,4,375,3.35558,1.18995,1,1
random_graph30,250,25009,177,218,12,12,4,375,3.23797,1.19129,1,1
