graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic4,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph1,25,68,1,10,24,20,9,43,0.00228471,0.00951588,1,1
random_graph1,25,68,1,10,24,22,9,43,0.00202646,0.0018209,1,1
random_graph1,25,68,1,10,24,25,9,43,0.0023224,0.00178924,1,1
random_graph1,25,68,1,10,22,25,9,43,0.00221149,0.00177031,1,1
random_graph1,25,68,1,10,24,25,9,43,0.00225567,0.00187117,1,1
random_graph1,25,68,1,10,24,24,9,43,0.00212518,0.00229276,1,1
random_graph1,25,68,1,10,24,22,9,43,0.00286169,0.0018208,1,1
random_graph1,25,68,1,10,23,22,9,43,0.0025155,0.00184914,1,1
random_graph1,25,68,1,10,22,24,9,43,0.00199983,0.00180967,1,1
random_graph1,25,68,1,10,24,24,9,43,0.00209708,0.00181778,1,1
