graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic4,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph9,75,2219,53,68,8,8,4,112,0.107399,0.253291,1,1
random_graph9,75,2219,53,68,8,8,4,112,0.104683,0.0556184,1,1
random_graph9,75,2219,53,68,8,12,4,112,0.105762,0.0584366,1,1
random_graph9,75,2219,53,68,8,8,4,112,0.111218,0.0573168,1,1
random_graph9,75,2219,53,68,8,12,4,112,0.102804,0.0554558,1,1
random_graph9,75,2219,53,68,8,12,4,112,0.11404,0.0548092,1,1
random_graph9,75,2219,53,68,8,12,4,112,0.107766,0.0599427,1,1
random_graph9,75,2219,53,68,8,11,4,112,0.116786,0.0584524,1,1
random_graph9,75,2219,53,68,8,8,4,112,0.112179,0.0593271,1,1
random_graph9,75,2219,53,68,8,12,4,112,0.118998,0.0618657,1,1
