graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic4,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph13,125,1566,11,39,48,42,12,187,0.147459,0.261163,1,1
random_graph13,125,1566,11,39,47,48,12,187,0.159554,0.0676205,1,1
random_graph13,125,1566,11,39,48,54,12,187,0.156719,0.0658386,1,1
random_graph13,125,1566,11,39,46,52,12,187,0.154915,0.0617458,1,1
random_graph13,125,1566,11,39,46,52,12,187,0.173146,0.0587014,1,1
random_graph13,125,1566,11,39,47,46,12,187,0.140996,0.0596969,1,1
random_graph13,125,1566,11,39,52,47,12,187,0.125392,0.0606879,1,1
random_graph13,125,1566,11,39,50,49,12,187,0.127299,0.066704,1,1
random_graph13,125,1566,11,39,46,53,12,187,0.123043,0.0584741,1,1
random_graph13,125,1566,11,39,49,52,12,187,0.147088,0.0594602,1,1
