graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic4,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph15,125,6205,92,110,8,12,4,187,0.489077,1.13626,1,1
random_graph15,125,6205,92,110,11,12,4,187,0.745347,0.24058,1,1
random_graph15,125,6205,92,110,10,12,4,187,0.710759,0.24436,1,1
random_graph15,125,6205,92,110,11,12,4,187,0.616088,0.292214,1,1
random_graph15,125,6205,92,110,8,12,4,187,0.746639,0.284836,1,1
random_graph15,125,6205,92,110,11,12,4,187,0.600657,0.274181,1,1
random_graph15,125,6205,92,110,12,12,4,187,0.594525,0.241735,1,1
random_graph15,125,6205,92,110,11,12,4,187,0.649645,0.237097,1,1
random_graph15,125,6205,92,110,11,12,4,187,0.709205,0.248037,1,1
random_graph15,125,6205,92,110,8,12,4,187,0.64098,0.271449,1,1
