graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic4,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph28,250,6246,33,64,57,52,15,375,1.0937,1.18717,1,1
random_graph28,250,6246,33,64,57,57,15,375,0.986325,0.277178,1,1
random_graph28,250,6246,33,64,57,57,15,375,1.00464,0.254058,1,1
random_graph28,250,6246,33,64,57,55,15,375,1.02885,0.239521,1,1
random_graph28,250,6246,33,64,57,59,15,375,1.0102,0.262608,1,1
random_graph28,250,6246,33,64,56,59,15,375,1.14502,0.253875,1,1
random_graph28,250,6246,33,64,57,58,15,375,0.987686,0.266697,1,1
random_graph28,250,6246,33,64,57,58,15,375,0.984139,0.249999,1,1
random_graph28,250,6246,33,64,57,55,15,375,1.0658,0.310638,1,1
random_graph28,250,6246,33,64,57,53,15,375,1.04888,0.269054,1,1
