graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic4,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph6,50,961,32,43,10,8,4,75,0.0302259,0.0919079,1,1
random_graph6,50,961,32,43,8,8,4,75,0.0301528,0.0198244,1,1
random_graph6,50,961,32,43,11,8,4,75,0.0251438,0.0193394,1,1
random_graph6,50,961,32,43,8,11,4,75,0.0285381,0.0200027,1,1
random_graph6,50,961,32,43,10,11,4,75,0.0304289,0.0197864,1,1
random_graph6,50,961,32,43,8,8,4,75,0.0232564,0.0193916,1,1
random_graph6,50,961,32,43,8,8,4,75,0.0326919,0.0201383,1,1
random_graph6,50,961,32,43,11,11,4,75,0.0257549,0.0202753,1,1
random_graph6,50,961,32,43,8,11,4,75,0.0245097,0.0195813,1,1
random_graph6,50,961,32,43,8,8,4,75,0.0282434,0.0200026,1,1
