graph_name,graph_order,graph_size,graph_min_degree,graph_max_degree,GA_fitness_heuristic4,ACO_fitness_5_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds),is_3RDF_GA,is_3RDF_ACO
random_graph23,200,9954,82,117,23,20,6,300,1.54127,1.83433,1,1
random_graph23,200,9954,82,117,22,23,6,300,1.21131,0.399271,1,1
random_graph23,200,9954,82,117,20,24,6,300,0.930609,0.378768,1,1
random_graph23,200,9954,82,117,24,24,6,300,0.900752,0.390547,1,1
random_graph23,200,9954,82,117,23,26,6,300,0.948463,0.386919,1,1
random_graph23,200,9954,82,117,23,26,6,300,0.972797,0.381719,1,1
random_graph23,200,9954,82,117,22,20,6,300,1.21463,0.38962,1,1
random_graph23,200,9954,82,117,22,27,6,300,1.06419,0.441375,1,1
random_graph23,200,9954,82,117,22,25,6,300,1.27637,0.395554,1,1
random_graph23,200,9954,82,117,23,25,6,300,1.26972,0.373653,1,1
