graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./input_files/bp_____0.txt,822,3260,265,1036,953,13,1233,88.7396,49.8092
./input_files/bp_____0.txt,822,3260,265,1175,882,13,1233,73.7875,11.7258
./input_files/bp_____0.txt,822,3260,265,1183,897,13,1233,73.7002,11.9021
./input_files/bp_____0.txt,822,3260,265,1183,896,13,1233,73.2681,11.8464
./input_files/bp_____0.txt,822,3260,265,1167,878,13,1233,74.6961,11.8005
./input_files/bp_____0.txt,822,3260,265,1179,850,13,1233,27.9847,11.1768
./input_files/bp_____0.txt,822,3260,265,1175,870,13,1233,73.8431,11.3513
./input_files/bp_____0.txt,822,3260,265,1123,873,13,1233,38.6288,11.1877
./input_files/bp_____0.txt,822,3260,265,1175,892,13,1233,67.1848,11.3483
./input_files/bp_____0.txt,822,3260,265,1147,893,13,1233,73.7254,11.3549
