graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./input_files/can__445.txt,445,1682,12,380,412,137,667,54.1857,16.0306
./input_files/can__445.txt,445,1682,12,359,378,137,667,49.9875,3.87572
./input_files/can__445.txt,445,1682,12,363,400,137,667,50.1987,3.9198
./input_files/can__445.txt,445,1682,12,375,376,137,667,49.6319,3.98199
./input_files/can__445.txt,445,1682,12,379,380,137,667,49.8726,4.01549
./input_files/can__445.txt,445,1682,12,363,396,137,667,50.0238,4.0222
./input_files/can__445.txt,445,1682,12,367,353,137,667,23.2126,3.74323
./input_files/can__445.txt,445,1682,12,339,338,137,667,50.1146,3.79649
./input_files/can__445.txt,445,1682,12,363,360,137,667,49.9406,3.93926
./input_files/can__445.txt,445,1682,12,347,357,137,667,49.1082,4.01406
