graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./input_files/bfw782a.txt,782,3394,23,715,761,131,1173,92.7783,45.5665
./input_files/bfw782a.txt,782,3394,23,743,764,131,1173,78.327,10.6372
./input_files/bfw782a.txt,782,3394,23,727,780,131,1173,80.1588,10.4181
./input_files/bfw782a.txt,782,3394,23,739,754,131,1173,78.5712,10.2738
./input_files/bfw782a.txt,782,3394,23,727,762,131,1173,79.8004,9.98692
./input_files/bfw782a.txt,782,3394,23,751,758,131,1173,79.2626,9.6878
./input_files/bfw782a.txt,782,3394,23,747,752,131,1173,79.2917,9.67638
./input_files/bfw782a.txt,782,3394,23,719,754,131,1173,78.8874,9.8021
./input_files/bfw782a.txt,782,3394,23,743,789,131,1173,78.9842,9.68567
./input_files/bfw782a.txt,782,3394,23,731,762,131,1173,79.469,9.52985
