graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./input_files/bcspwr01.txt,39,46,5,64,62,26,58,15.7331,0.415981
./input_files/bcspwr01.txt,39,46,5,63,60,26,58,15.5514,0.114673
./input_files/bcspwr01.txt,39,46,5,75,60,26,58,15.5689,0.118157
./input_files/bcspwr01.txt,39,46,5,67,57,26,58,10.0641,0.116974
./input_files/bcspwr01.txt,39,46,5,75,56,26,58,15.4179,0.115295
./input_files/bcspwr01.txt,39,46,5,75,56,26,58,15.5418,0.119067
./input_files/bcspwr01.txt,39,46,5,67,56,26,58,15.5859,0.118329
./input_files/bcspwr01.txt,39,46,5,83,55,26,58,6.80004,0.113909
./input_files/bcspwr01.txt,39,46,5,75,56,26,58,15.4864,0.118139
./input_files/bcspwr01.txt,39,46,5,79,56,26,58,15.5007,0.118714
