graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./input_files/west0067.txt,67,287,16,60,64,16,100,18.6354,0.842313
./input_files/west0067.txt,67,287,16,51,59,16,100,17.997,0.237547
./input_files/west0067.txt,67,287,16,67,60,16,100,9.70735,0.239794
./input_files/west0067.txt,67,287,16,64,62,16,100,18.1462,0.241932
./input_files/west0067.txt,67,287,16,75,58,16,100,18.3094,0.245611
./input_files/west0067.txt,67,287,16,59,54,16,100,18.2981,0.235178
./input_files/west0067.txt,67,287,16,47,60,16,100,8.40713,0.239928
./input_files/west0067.txt,67,287,16,63,55,16,100,18.3033,0.233605
./input_files/west0067.txt,67,287,16,71,70,16,100,18.0055,0.233371
./input_files/west0067.txt,67,287,16,56,68,16,100,18.3925,0.229371
