graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./rerun/can___61.txt,61,248,24,49,50,10,91,18.3028,0.832997
./rerun/can___61.txt,61,248,24,51,50,10,91,17.9576,0.224131
./rerun/can___61.txt,61,248,24,44,52,10,91,17.6209,0.235041
./rerun/can___61.txt,61,248,24,51,54,10,91,17.8284,0.229322
./rerun/can___61.txt,61,248,24,55,46,10,91,20.0734,0.224132
./rerun/can___61.txt,61,248,24,48,40,10,91,19.6907,0.22857
./rerun/can___61.txt,61,248,24,56,44,10,91,19.4813,0.281381
./rerun/can___61.txt,61,248,24,55,54,10,91,19.3733,0.264462
./rerun/can___61.txt,61,248,24,47,46,10,91,14.7073,0.262477
./rerun/can___61.txt,61,248,24,47,44,10,91,19.0154,0.283666
