graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./input_files/bfw782b.txt,782,2600,12,857,877,241,1173,88.04,49.0842
./input_files/bfw782b.txt,782,2600,12,887,850,241,1173,75.4753,12.6165
./input_files/bfw782b.txt,782,2600,12,863,868,241,1173,75.6417,12.6569
./input_files/bfw782b.txt,782,2600,12,875,837,241,1173,75.8254,12.6438
./input_files/bfw782b.txt,782,2600,12,827,831,241,1173,75.9933,12.671
./input_files/bfw782b.txt,782,2600,12,863,822,241,1173,31.9387,11.9686
./input_files/bfw782b.txt,782,2600,12,895,817,241,1173,75.0704,12.1052
./input_files/bfw782b.txt,782,2600,12,851,849,241,1173,75.9989,12.1672
./input_files/bfw782b.txt,782,2600,12,879,846,241,1173,75.3586,12.2201
./input_files/bfw782b.txt,782,2600,12,879,828,241,1173,75.6499,12.2257
