graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./input_files/bp__1200.txt,822,4698,310,935,836,11,1233,64.9842,47.5562
./input_files/bp__1200.txt,822,4698,310,999,728,11,1233,38.5589,9.59898
./input_files/bp__1200.txt,822,4698,310,1011,782,11,1233,79.993,9.44573
./input_files/bp__1200.txt,822,4698,310,1007,714,11,1233,79.5976,9.39314
./input_files/bp__1200.txt,822,4698,310,1007,722,11,1233,78.803,9.38787
./input_files/bp__1200.txt,822,4698,310,971,712,11,1233,47.1587,9.26976
./input_files/bp__1200.txt,822,4698,310,1003,716,11,1233,79.7166,9.21266
./input_files/bp__1200.txt,822,4698,310,931,682,11,1233,80.9606,9.36322
./input_files/bp__1200.txt,822,4698,310,935,689,11,1233,44.7786,9.37817
./input_files/bp__1200.txt,822,4698,310,1011,714,11,1233,80.1708,9.41594
