graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./input_files/young1c.txt,841,1624,4,1208,1270,673,1261,91.7781,65.7102
./input_files/young1c.txt,841,1624,4,1255,1163,673,1261,75.6958,18.8027
./input_files/young1c.txt,841,1624,4,1275,1152,673,1261,75.7197,18.4627
./input_files/young1c.txt,841,1624,4,1231,1153,673,1261,76.0648,18.4695
./input_files/young1c.txt,841,1624,4,1295,1151,673,1261,75.4006,18.6494
./input_files/young1c.txt,841,1624,4,1255,1175,673,1261,76.1397,18.7895
./input_files/young1c.txt,841,1624,4,1283,1179,673,1261,75.406,18.8721
./input_files/young1c.txt,841,1624,4,1275,1054,673,1261,75.8139,19.0159
./input_files/young1c.txt,841,1624,4,1239,1055,673,1261,75.9912,18.9678
./input_files/young1c.txt,841,1624,4,1227,1090,673,1261,76.2803,19.0476
