graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./input_files/bcsstm07.txt,420,3416,25,271,314,65,630,56.978,14.1093
./input_files/bcsstm07.txt,420,3416,25,251,303,65,630,52.6765,3.15944
./input_files/bcsstm07.txt,420,3416,25,251,281,65,630,52.2583,3.24287
./input_files/bcsstm07.txt,420,3416,25,259,288,65,630,51.2444,3.39181
./input_files/bcsstm07.txt,420,3416,25,267,304,65,630,51.6326,3.45979
./input_files/bcsstm07.txt,420,3416,25,267,286,65,630,51.5169,3.5326
./input_files/bcsstm07.txt,420,3416,25,263,304,65,630,51.004,3.5653
./input_files/bcsstm07.txt,420,3416,25,255,293,65,630,52.2969,3.5643
./input_files/bcsstm07.txt,420,3416,25,239,316,65,630,53.1095,3.66575
./input_files/bcsstm07.txt,420,3416,25,247,298,65,630,52.2254,3.72912
