graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./input_files/fs_680_2.txt,680,1464,13,1109,956,195,1020,76.7539,39.0898
./input_files/fs_680_2.txt,680,1464,13,1615,838,195,1020,61.6914,8.14046
./input_files/fs_680_2.txt,680,1464,13,1531,826,195,1020,61.6517,8.13395
./input_files/fs_680_2.txt,680,1464,13,1639,820,195,1020,61.7081,8.22793
./input_files/fs_680_2.txt,680,1464,13,1487,826,195,1020,61.6793,8.18487
./input_files/fs_680_2.txt,680,1464,13,1515,814,195,1020,61.6076,8.0869
./input_files/fs_680_2.txt,680,1464,13,1491,812,195,1020,61.8117,8.14567
./input_files/fs_680_2.txt,680,1464,13,1551,818,195,1020,34.1547,8.15894
./input_files/fs_680_2.txt,680,1464,13,1551,794,195,1020,61.755,8.22612
./input_files/fs_680_2.txt,680,1464,13,1535,798,195,1020,61.7103,8.22052
