graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./input_files/e05r0200.txt,236,2847,61,109,122,16,354,40.2377,5.86426
./input_files/e05r0200.txt,236,2847,61,131,80,16,354,38.2131,1.59517
./input_files/e05r0200.txt,236,2847,61,131,80,16,354,25.3637,1.58155
./input_files/e05r0200.txt,236,2847,61,123,72,16,354,36.9517,1.56905
./input_files/e05r0200.txt,236,2847,61,107,80,16,354,37.5107,1.57095
./input_files/e05r0200.txt,236,2847,61,111,76,16,354,37.3038,1.58503
./input_files/e05r0200.txt,236,2847,61,171,80,16,354,37.0837,1.58947
./input_files/e05r0200.txt,236,2847,61,123,80,16,354,36.4253,1.60449
./input_files/e05r0200.txt,236,2847,61,179,104,16,354,23.5717,1.67145
./input_files/e05r0200.txt,236,2847,61,143,90,16,354,37.6323,1.68585
