graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./input_files/will199.txt,199,660,13,229,227,57,298,29.173,4.46209
./input_files/will199.txt,199,660,13,215,219,57,298,27.7971,1.22509
./input_files/will199.txt,199,660,13,231,218,57,298,26.7008,1.18426
./input_files/will199.txt,199,660,13,227,226,57,298,26.8302,1.15816
./input_files/will199.txt,199,660,13,227,211,57,298,27.9721,1.19161
./input_files/will199.txt,199,660,13,220,202,57,298,26.8497,1.20426
./input_files/will199.txt,199,660,13,231,197,57,298,28.3577,1.21121
./input_files/will199.txt,199,660,13,247,204,57,298,26.6854,1.07397
./input_files/will199.txt,199,660,13,227,204,57,298,26.6888,1.06278
./input_files/will199.txt,199,660,13,232,197,57,298,26.9641,1.06391
