graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./input_files/cdde3.txt,961,1860,4,1302,1417,769,1441,104.734,84.4576
./input_files/cdde3.txt,961,1860,4,1395,1357,769,1441,85.7552,23.9642
./input_files/cdde3.txt,961,1860,4,1435,1352,769,1441,85.1958,23.7308
./input_files/cdde3.txt,961,1860,4,1471,1339,769,1441,84.6693,23.8545
./input_files/cdde3.txt,961,1860,4,1415,1366,769,1441,85.7489,23.7933
./input_files/cdde3.txt,961,1860,4,1451,1212,769,1441,84.9612,24.1976
./input_files/cdde3.txt,961,1860,4,1387,1243,769,1441,85.8,24.0036
./input_files/cdde3.txt,961,1860,4,1431,1226,769,1441,85.4531,24.3077
./input_files/cdde3.txt,961,1860,4,1415,1234,769,1441,35.1659,24.4707
./input_files/cdde3.txt,961,1860,4,1399,1236,769,1441,85.5878,24.5104
