graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./input_files/can__161.txt,161,608,16,151,155,38,241,26.8985,3.0148
./input_files/can__161.txt,161,608,16,127,128,38,241,25.8561,0.767555
./input_files/can__161.txt,161,608,16,127,120,38,241,25.6758,0.765012
./input_files/can__161.txt,161,608,16,132,130,38,241,22.5075,0.757138
./input_files/can__161.txt,161,608,16,120,125,38,241,21.2662,0.744929
./input_files/can__161.txt,161,608,16,139,128,38,241,25.68,0.76141
./input_files/can__161.txt,161,608,16,139,127,38,241,25.5787,0.787646
./input_files/can__161.txt,161,608,16,120,132,38,241,25.7988,0.787358
./input_files/can__161.txt,161,608,16,104,128,38,241,26.0599,0.795044
./input_files/can__161.txt,161,608,16,127,124,38,241,25.8509,0.800587
