graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./input_files/bp___800.txt,822,4518,303,970,826,11,1233,94.6579,48.0368
./input_files/bp___800.txt,822,4518,303,1043,738,11,1233,79.6496,9.65292
./input_files/bp___800.txt,822,4518,303,1059,767,11,1233,78.7215,9.48202
./input_files/bp___800.txt,822,4518,303,991,742,11,1233,79.0733,9.41889
./input_files/bp___800.txt,822,4518,303,1011,703,11,1233,80.3146,9.3046
./input_files/bp___800.txt,822,4518,303,1019,727,11,1233,79.5389,9.71169
./input_files/bp___800.txt,822,4518,303,987,693,11,1233,79.5951,10.0144
./input_files/bp___800.txt,822,4518,303,975,716,11,1233,79.9737,9.60789
./input_files/bp___800.txt,822,4518,303,999,712,11,1233,41.9448,9.35507
./input_files/bp___800.txt,822,4518,303,955,718,11,1233,80.6101,9.42176
