graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./rerun/impcol_b.txt,59,281,17,60,61,14,88,13.2561,0.854174
./rerun/impcol_b.txt,59,281,17,59,60,14,88,14.2794,0.227001
./rerun/impcol_b.txt,59,281,17,75,56,14,88,16.9819,0.225128
./rerun/impcol_b.txt,59,281,17,63,56,14,88,17.4728,0.228499
./rerun/impcol_b.txt,59,281,17,67,56,14,88,17.173,0.230624
./rerun/impcol_b.txt,59,281,17,59,58,14,88,7.66362,0.23596
./rerun/impcol_b.txt,59,281,17,67,62,14,88,17.2859,0.2234
./rerun/impcol_b.txt,59,281,17,63,53,14,88,17.5326,0.222214
./rerun/impcol_b.txt,59,281,17,55,51,14,88,17.376,0.219871
./rerun/impcol_b.txt,59,281,17,67,55,14,88,17.0397,0.227899
