graph_name,graph_order,graph_size,graph_max_degree,GA_Fitness_Heuristic1,ACO_Fitness_20_10,lower_bound,upper_bound,elapsed_time_GA(seconds),elapsed_time_ACO(seconds)
./input_files/arc130.txt,130,715,124,327,54,5,195,21.9017,2.1332
./input_files/arc130.txt,130,715,124,427,44,5,195,19.1493,0.455104
./input_files/arc130.txt,130,715,124,435,40,5,195,21.2362,0.448255
./input_files/arc130.txt,130,715,124,347,32,5,195,21.7925,0.438186
./input_files/arc130.txt,130,715,124,431,34,5,195,21.0465,0.453936
./input_files/arc130.txt,130,715,124,431,54,5,195,21.1354,0.432391
./input_files/arc130.txt,130,715,124,263,56,5,195,21.6163,0.459908
./input_files/arc130.txt,130,715,124,435,42,5,195,21.3184,0.463592
./input_files/arc130.txt,130,715,124,343,36,5,195,21.3622,0.448639
./input_files/arc130.txt,130,715,124,287,28,5,195,22.5264,0.452413
